伝票番号,購入日時,店舗,顧客ID,商品カテゴリ,商品名,単価,数量,合計購入金額,決済方法
INV-11223,2025-01-10,さいたま店,C-139,飲料・酒類,ミネラルウォーター,4130,1,4130,クレジットカード
INV-13954,2025-01-10,東京本店,C-043,生鮮食品,国産牛サーロイン,2490,1,2490,現金
INV-15407,2025-01-10,横浜店,C-252,加工食品,レトルトカレー,454,2,908,電子マネー
INV-11704,2025-01-10,東京本店,C-112,生鮮食品,季節のフルーツ盛,1695,1,1695,クレジットカード
INV-14673,2025-01-10,千葉店,C-002,飲料・酒類,クラフトビール6缶パック,1131,4,4524,電子マネー
INV-14307,2025-01-10,千葉店,C-070,加工食品,パスタソース,600,1,600,電子マネー
INV-18007,2025-01-10,千葉店,C-120,加工食品,レトルトカレー,618,1,618,QR決済
INV-18281,2025-01-10,千葉店,C-265,家庭用品,電動歯ブラシ,7554,1,7554,QR決済
INV-14635,2025-01-10,さいたま店,C-243,家庭用品,セラミックフライパン,7094,1,7094,クレジットカード
INV-14634,2025-01-10,横浜店,C-222,家庭用品,セラミックフライパン,7707,1,7707,現金
INV-14660,2025-01-10,千葉店,C-160,日用雑貨,高機能マスク,552,1,552,電子マネー
INV-12567,2025-01-10,横浜店,C-124,飲料・酒類,クラフトビール6缶パック,3027,1,3027,QR決済
INV-16463,2025-01-10,東京本店,C-221,家庭用品,電動歯ブラシ,7135,1,7135,電子マネー
INV-13189,2025-01-10,横浜店,C-151,加工食品,レトルトカレー,709,2,1418,現金
INV-16964,2025-01-10,ECサイト,C-022,日用雑貨,キッチンペーパー,1456,1,1456,クレジットカード
INV-17767,2025-01-10,ECサイト,C-017,日用雑貨,抗菌洗剤セット,725,1,725,QR決済
INV-10254,2025-01-10,千葉店,C-182,家庭用品,電動歯ブラシ,7265,3,21795,電子マネー
INV-12057,2025-01-11,ECサイト,C-027,生鮮食品,季節のフルーツ盛,2659,2,5318,QR決済
INV-15635,2025-01-11,横浜店,C-141,生鮮食品,国産牛サーロイン,2684,1,2684,現金
INV-17660,2025-01-11,千葉店,C-028,家庭用品,電動歯ブラシ,7039,2,14078,QR決済
INV-17588,2025-01-11,ECサイト,C-202,加工食品,レトルトカレー,334,3,1002,クレジットカード
INV-17791,2025-01-11,ECサイト,C-244,飲料・酒類,高級赤ワイン,3392,1,3392,QR決済
INV-12354,2025-01-11,さいたま店,C-190,飲料・酒類,クラフトビール6缶パック,890,1,890,QR決済
INV-10643,2025-01-11,千葉店,C-092,家庭用品,LED電球,6678,1,6678,QR決済
INV-16664,2025-01-11,千葉店,C-074,家庭用品,LED電球,4290,1,4290,クレジットカード
INV-19104,2025-01-11,千葉店,C-242,家庭用品,セラミックフライパン,3165,1,3165,QR決済
INV-17369,2025-01-11,東京本店,C-099,日用雑貨,抗菌洗剤セット,806,2,1612,現金
INV-14335,2025-01-11,東京本店,C-084,日用雑貨,抗菌洗剤セット,1053,1,1053,QR決済
INV-18712,2025-01-11,さいたま店,C-286,飲料・酒類,ミネラルウォーター,2828,2,5656,現金
INV-10018,2025-01-11,ECサイト,C-242,飲料・酒類,クラフトビール6缶パック,3127,4,12508,現金
INV-13660,2025-01-11,東京本店,C-057,飲料・酒類,クラフトビール6缶パック,1531,1,1531,QR決済
INV-11514,2025-01-11,千葉店,C-154,生鮮食品,季節のフルーツ盛,1470,1,1470,電子マネー
INV-19153,2025-01-11,ECサイト,C-199,生鮮食品,朝採れ野菜セット,1597,2,3194,電子マネー
INV-14054,2025-01-11,さいたま店,C-133,加工食品,パスタソース,322,1,322,クレジットカード
INV-14912,2025-01-11,千葉店,C-120,日用雑貨,高機能マスク,576,2,1152,現金
INV-16115,2025-01-11,千葉店,C-011,日用雑貨,キッチンペーパー,840,1,840,クレジットカード
INV-16561,2025-01-11,千葉店,C-074,家庭用品,電動歯ブラシ,7946,4,31784,電子マネー
INV-17260,2025-01-11,東京本店,C-006,家庭用品,電動歯ブラシ,2265,1,2265,電子マネー
INV-14353,2025-01-11,東京本店,C-090,加工食品,レトルトカレー,414,1,414,QR決済
INV-17017,2025-01-11,さいたま店,C-186,生鮮食品,朝採れ野菜セット,2768,4,11072,クレジットカード
INV-12593,2025-01-12,ECサイト,C-159,加工食品,レトルトカレー,764,2,1528,クレジットカード
INV-11725,2025-01-12,さいたま店,C-001,加工食品,レトルトカレー,767,1,767,電子マネー
INV-17251,2025-01-12,さいたま店,C-228,日用雑貨,高機能マスク,1400,1,1400,現金
INV-19210,2025-01-12,横浜店,C-101,家庭用品,LED電球,2588,1,2588,現金
INV-13720,2025-01-12,千葉店,C-038,加工食品,特製ドレッシング,450,1,450,電子マネー
INV-15525,2025-01-12,横浜店,C-145,家庭用品,セラミックフライパン,6134,3,18402,QR決済
INV-13333,2025-01-12,ECサイト,C-227,加工食品,パスタソース,497,1,497,現金
INV-14983,2025-01-12,横浜店,C-116,生鮮食品,国産牛サーロイン,1632,1,1632,現金
INV-18698,2025-01-12,横浜店,C-008,生鮮食品,季節のフルーツ盛,2774,1,2774,現金
INV-19862,2025-01-12,ECサイト,C-168,日用雑貨,抗菌洗剤セット,1099,1,1099,QR決済
INV-14073,2025-01-12,千葉店,C-145,加工食品,レトルトカレー,577,1,577,電子マネー
INV-15686,2025-01-12,さいたま店,C-029,飲料・酒類,ミネラルウォーター,1399,2,2798,QR決済
INV-11692,2025-01-12,ECサイト,C-231,加工食品,パスタソース,331,3,993,QR決済
INV-11003,2025-01-12,千葉店,C-049,生鮮食品,季節のフルーツ盛,2743,2,5486,QR決済
INV-16640,2025-01-12,千葉店,C-038,飲料・酒類,ミネラルウォーター,2667,1,2667,QR決済
INV-17918,2025-01-12,横浜店,C-202,家庭用品,電動歯ブラシ,6049,5,30245,現金
INV-19858,2025-01-13,千葉店,C-162,家庭用品,電動歯ブラシ,5599,1,5599,QR決済
INV-14984,2025-01-13,千葉店,C-007,飲料・酒類,クラフトビール6缶パック,3131,1,3131,電子マネー
INV-10866,2025-01-13,東京本店,C-169,加工食品,特製ドレッシング,567,2,1134,クレジットカード
INV-13848,2025-01-13,千葉店,C-294,飲料・酒類,ミネラルウォーター,3979,2,7958,現金
INV-15793,2025-01-13,さいたま店,C-001,日用雑貨,高機能マスク,1150,1,1150,クレジットカード
INV-11568,2025-01-13,さいたま店,C-096,家庭用品,セラミックフライパン,7639,1,7639,クレジットカード
INV-11002,2025-01-13,東京本店,C-174,飲料・酒類,クラフトビール6缶パック,3362,1,3362,クレジットカード
INV-15547,2025-01-13,東京本店,C-113,加工食品,パスタソース,356,1,356,QR決済
INV-16719,2025-01-13,千葉店,C-271,日用雑貨,キッチンペーパー,924,1,924,QR決済
INV-15085,2025-01-13,千葉店,C-239,日用雑貨,キッチンペーパー,514,3,1542,QR決済
INV-15428,2025-01-13,横浜店,C-162,飲料・酒類,高級赤ワイン,4724,1,4724,電子マネー
INV-16301,2025-01-13,千葉店,C-188,飲料・酒類,クラフトビール6缶パック,4068,1,4068,QR決済
INV-19585,2025-01-13,東京本店,C-090,日用雑貨,高機能マスク,568,2,1136,電子マネー
INV-13489,2025-01-13,東京本店,C-104,生鮮食品,朝採れ野菜セット,2672,2,5344,電子マネー
INV-17493,2025-01-13,ECサイト,C-115,加工食品,パスタソース,384,1,384,QR決済
INV-15622,2025-01-13,千葉店,C-162,加工食品,レトルトカレー,668,1,668,QR決済
INV-16027,2025-01-13,さいたま店,C-091,飲料・酒類,高級赤ワイン,2272,1,2272,QR決済
INV-18688,2025-01-13,ECサイト,C-184,家庭用品,セラミックフライパン,7156,1,7156,現金
INV-19261,2025-01-13,横浜店,C-118,生鮮食品,季節のフルーツ盛,1345,1,1345,電子マネー
INV-16985,2025-01-13,東京本店,C-251,生鮮食品,朝採れ野菜セット,2247,1,2247,現金
INV-16934,2025-01-13,横浜店,C-035,家庭用品,電動歯ブラシ,4848,1,4848,クレジットカード
INV-18802,2025-01-13,東京本店,C-016,家庭用品,セラミックフライパン,3746,1,3746,QR決済
INV-15461,2025-01-13,さいたま店,C-128,日用雑貨,抗菌洗剤セット,1251,1,1251,電子マネー
INV-10490,2025-01-13,東京本店,C-005,家庭用品,セラミックフライパン,7772,2,15544,QR決済
INV-13485,2025-01-13,ECサイト,C-195,家庭用品,セラミックフライパン,5738,5,28690,クレジットカード
INV-16977,2025-01-13,さいたま店,C-296,飲料・酒類,高級赤ワイン,1315,1,1315,クレジットカード
INV-14094,2025-01-14,東京本店,C-090,家庭用品,電動歯ブラシ,6060,5,30300,電子マネー
INV-11239,2025-01-14,横浜店,C-287,日用雑貨,キッチンペーパー,449,1,449,クレジットカード
INV-16825,2025-01-14,東京本店,C-210,日用雑貨,高機能マスク,893,1,893,クレジットカード
INV-13338,2025-01-14,横浜店,C-175,日用雑貨,キッチンペーパー,1331,1,1331,現金
INV-15095,2025-01-14,東京本店,C-275,家庭用品,セラミックフライパン,2472,1,2472,クレジットカード
INV-11544,2025-01-14,千葉店,C-053,家庭用品,LED電球,3309,1,3309,現金
INV-17328,2025-01-14,東京本店,C-086,日用雑貨,高機能マスク,451,3,1353,クレジットカード
INV-10397,2025-01-14,横浜店,C-022,日用雑貨,キッチンペーパー,1475,1,1475,現金
INV-12986,2025-01-14,横浜店,C-277,家庭用品,LED電球,7771,3,23313,QR決済
INV-11077,2025-01-14,横浜店,C-118,家庭用品,LED電球,7972,2,15944,クレジットカード
INV-12282,2025-01-14,ECサイト,C-085,加工食品,レトルトカレー,601,1,601,クレジットカード
INV-16209,2025-01-14,横浜店,C-191,加工食品,レトルトカレー,692,1,692,クレジットカード
INV-12922,2025-01-14,さいたま店,C-021,加工食品,パスタソース,740,1,740,クレジットカード
INV-19854,2025-01-14,千葉店,C-242,日用雑貨,抗菌洗剤セット,541,1,541,電子マネー
INV-15654,2025-01-14,東京本店,C-269,加工食品,レトルトカレー,390,3,1170,QR決済
INV-18253,2025-01-14,千葉店,C-270,日用雑貨,抗菌洗剤セット,942,2,1884,QR決済
INV-18329,2025-01-14,さいたま店,C-199,家庭用品,LED電球,3999,1,3999,現金
INV-15716,2025-01-14,さいたま店,C-028,日用雑貨,高機能マスク,447,1,447,現金
INV-19100,2025-01-14,千葉店,C-146,生鮮食品,朝採れ野菜セット,1619,1,1619,電子マネー
INV-19203,2025-01-14,千葉店,C-146,飲料・酒類,ミネラルウォーター,2675,4,10700,QR決済
INV-17406,2025-01-14,さいたま店,C-043,日用雑貨,抗菌洗剤セット,877,1,877,電子マネー
INV-13672,2025-01-14,横浜店,C-061,生鮮食品,季節のフルーツ盛,2934,1,2934,電子マネー
INV-15615,2025-01-14,さいたま店,C-105,生鮮食品,季節のフルーツ盛,1847,1,1847,QR決済
INV-11702,2025-01-14,さいたま店,C-104,日用雑貨,抗菌洗剤セット,785,1,785,クレジットカード
INV-16378,2025-01-14,横浜店,C-183,家庭用品,セラミックフライパン,2729,3,8187,クレジットカード
INV-15593,2025-01-14,ECサイト,C-145,家庭用品,セラミックフライパン,5740,1,5740,現金
INV-10717,2025-01-14,さいたま店,C-223,生鮮食品,朝採れ野菜セット,2643,1,2643,電子マネー
INV-11986,2025-01-14,さいたま店,C-080,生鮮食品,季節のフルーツ盛,2670,1,2670,クレジットカード
INV-16338,2025-01-14,東京本店,C-028,家庭用品,電動歯ブラシ,3622,1,3622,電子マネー
INV-13091,2025-01-14,東京本店,C-039,飲料・酒類,クラフトビール6缶パック,3634,1,3634,電子マネー
INV-16629,2025-01-14,ECサイト,C-220,飲料・酒類,高級赤ワイン,3353,2,6706,QR決済
INV-17268,2025-01-15,さいたま店,C-265,加工食品,特製ドレッシング,377,3,1131,現金
INV-15948,2025-01-15,東京本店,C-251,加工食品,レトルトカレー,598,2,1196,現金
INV-12596,2025-01-15,さいたま店,C-063,日用雑貨,キッチンペーパー,1456,3,4368,現金
INV-17434,2025-01-15,東京本店,C-144,家庭用品,セラミックフライパン,4946,1,4946,QR決済
INV-19050,2025-01-15,東京本店,C-015,日用雑貨,キッチンペーパー,901,2,1802,クレジットカード
INV-17024,2025-01-15,ECサイト,C-208,飲料・酒類,クラフトビール6缶パック,3196,5,15980,クレジットカード
INV-14014,2025-01-15,さいたま店,C-244,日用雑貨,キッチンペーパー,1383,1,1383,電子マネー
INV-11464,2025-01-15,さいたま店,C-085,日用雑貨,抗菌洗剤セット,1470,1,1470,電子マネー
INV-15309,2025-01-15,横浜店,C-144,家庭用品,セラミックフライパン,2320,3,6960,現金
INV-17647,2025-01-15,千葉店,C-071,家庭用品,セラミックフライパン,3027,3,9081,QR決済
INV-12429,2025-01-15,東京本店,C-190,加工食品,パスタソース,430,2,860,QR決済
INV-11729,2025-01-15,さいたま店,C-195,日用雑貨,キッチンペーパー,1282,1,1282,QR決済
INV-12520,2025-01-15,さいたま店,C-181,日用雑貨,抗菌洗剤セット,1195,2,2390,電子マネー
INV-16878,2025-01-15,さいたま店,C-077,飲料・酒類,高級赤ワイン,2631,1,2631,現金
INV-17591,2025-01-15,東京本店,C-063,生鮮食品,朝採れ野菜セット,2524,1,2524,電子マネー
INV-19700,2025-01-15,さいたま店,C-209,家庭用品,電動歯ブラシ,2932,3,8796,クレジットカード
INV-19059,2025-01-15,ECサイト,C-083,家庭用品,電動歯ブラシ,2186,1,2186,電子マネー
INV-17148,2025-01-15,東京本店,C-221,加工食品,パスタソース,376,1,376,電子マネー
INV-16957,2025-01-15,横浜店,C-270,加工食品,特製ドレッシング,763,1,763,電子マネー
INV-17131,2025-01-16,東京本店,C-091,家庭用品,セラミックフライパン,3439,5,17195,電子マネー
INV-11387,2025-01-16,横浜店,C-190,飲料・酒類,クラフトビール6缶パック,2971,5,14855,クレジットカード
INV-11237,2025-01-16,東京本店,C-126,家庭用品,LED電球,5330,4,21320,QR決済
INV-18242,2025-01-16,さいたま店,C-219,生鮮食品,国産牛サーロイン,2323,2,4646,クレジットカード
INV-15708,2025-01-16,千葉店,C-063,家庭用品,電動歯ブラシ,6741,1,6741,現金
INV-16150,2025-01-16,千葉店,C-155,生鮮食品,朝採れ野菜セット,2417,3,7251,クレジットカード
INV-13676,2025-01-16,横浜店,C-281,生鮮食品,朝採れ野菜セット,2478,1,2478,電子マネー
INV-15626,2025-01-16,千葉店,C-020,加工食品,レトルトカレー,604,1,604,現金
INV-15995,2025-01-16,ECサイト,C-218,日用雑貨,高機能マスク,629,1,629,現金
INV-10224,2025-01-16,横浜店,C-028,加工食品,レトルトカレー,761,1,761,電子マネー
INV-10750,2025-01-16,東京本店,C-243,家庭用品,電動歯ブラシ,6742,2,13484,現金
INV-18430,2025-01-16,さいたま店,C-116,生鮮食品,朝採れ野菜セット,2869,5,14345,クレジットカード
INV-18908,2025-01-16,東京本店,C-190,飲料・酒類,クラフトビール6缶パック,847,1,847,電子マネー
INV-10509,2025-01-16,さいたま店,C-010,生鮮食品,朝採れ野菜セット,2253,2,4506,現金
INV-12430,2025-01-16,千葉店,C-009,生鮮食品,国産牛サーロイン,2420,3,7260,現金
INV-16895,2025-01-16,さいたま店,C-285,日用雑貨,高機能マスク,410,1,410,現金
INV-13036,2025-01-16,ECサイト,C-001,生鮮食品,国産牛サーロイン,1979,1,1979,現金
INV-18515,2025-01-16,東京本店,C-148,加工食品,特製ドレッシング,328,2,656,クレジットカード
INV-10157,2025-01-16,さいたま店,C-146,加工食品,特製ドレッシング,403,1,403,QR決済
INV-14019,2025-01-16,ECサイト,C-187,飲料・酒類,高級赤ワイン,759,1,759,電子マネー
INV-18560,2025-01-16,横浜店,C-279,生鮮食品,朝採れ野菜セット,1659,1,1659,電子マネー
INV-14287,2025-01-16,千葉店,C-174,家庭用品,LED電球,7199,1,7199,クレジットカード
INV-11085,2025-01-16,ECサイト,C-142,家庭用品,LED電球,3250,4,13000,現金
INV-12203,2025-01-16,千葉店,C-120,飲料・酒類,クラフトビール6缶パック,2903,1,2903,クレジットカード
INV-18585,2025-01-16,ECサイト,C-239,飲料・酒類,高級赤ワイン,4536,1,4536,クレジットカード
INV-11447,2025-01-16,さいたま店,C-013,日用雑貨,高機能マスク,580,2,1160,電子マネー
INV-15595,2025-01-17,ECサイト,C-213,飲料・酒類,高級赤ワイン,1229,1,1229,クレジットカード
INV-16168,2025-01-17,東京本店,C-178,日用雑貨,キッチンペーパー,655,1,655,電子マネー
INV-18898,2025-01-17,横浜店,C-116,加工食品,特製ドレッシング,345,1,345,QR決済
INV-11624,2025-01-17,横浜店,C-257,飲料・酒類,クラフトビール6缶パック,4231,1,4231,電子マネー
INV-16692,2025-01-17,さいたま店,C-039,飲料・酒類,高級赤ワイン,943,5,4715,クレジットカード
INV-15553,2025-01-17,千葉店,C-293,飲料・酒類,高級赤ワイン,1268,1,1268,クレジットカード
INV-14163,2025-01-17,東京本店,C-151,飲料・酒類,高級赤ワイン,2061,1,2061,電子マネー
INV-10941,2025-01-17,ECサイト,C-102,飲料・酒類,高級赤ワイン,4578,1,4578,現金
INV-14504,2025-01-17,千葉店,C-235,日用雑貨,高機能マスク,1403,1,1403,現金
INV-18840,2025-01-17,横浜店,C-267,家庭用品,電動歯ブラシ,4350,2,8700,クレジットカード
